team2_season,team2_team,team2_score,team2_fgm,team2_fga,team2_fgm3,team2_fga3,team2_ftm,team2_fta,team2_or,team2_dr,team2_ast,team2_to,team2_stl,team2_blk,team2_pf
2003,1145,70.25,26.39285714,60.14285714,17.25,11.53571429,16.35714286,11.5,25.25,15.64285714,8.142857143,14.32142857,3.392857143,19.35714286,5.928571429
2003,1147,72.625,25.375,56.04166667,13.58333333,17.54166667,22.79166667,11.04166667,18.5,12.04166667,8.125,16.08333333,3.708333333,20.41666667,4.333333333
2003,1148,67.53571429,24.42857143,52.82142857,14.25,13.32142857,17.82142857,11.5,21.89285714,11.46428571,5.785714286,15.46428571,1.642857143,15.53571429,5.357142857
2003,1149,64.69230769,24.34615385,55.07692308,13.80769231,12.15384615,16.30769231,10.76923077,21.26923077,12.46153846,9.769230769,14.65384615,3.192307692,19.23076923,3.846153846
2003,1150,68.44827586,23.82758621,60.13793103,23.93103448,12.82758621,20.24137931,14.65517241,23.27586207,14.51724138,8.482758621,13.72413793,2.034482759,18.34482759,7.965517241
2003,1151,79.82142857,27.5,57.42857143,20.25,17.35714286,22.85714286,12.60714286,23.07142857,16.17857143,7.142857143,16.46428571,3.178571429,18.57142857,7.464285714
2003,1152,63.2,23.53333333,53.23333333,11.43333333,12.33333333,19.96666667,12.03333333,20.73333333,12.1,7.2,17.43333333,1.666666667,22.03333333,3.8
2003,1153,67.32142857,22.89285714,56.67857143,19.5,14.85714286,21.53571429,12.14285714,23.39285714,12.28571429,5.178571429,10.60714286,4.25,18.96428571,6.678571429
2003,1154,63.08333333,21.79166667,54.41666667,19.66666667,13.33333333,20.08333333,11,21.66666667,13.08333333,7.458333333,16.33333333,3.041666667,20.125,6.166666667
2003,1155,68.42857143,24.46428571,55.39285714,13.89285714,14.67857143,22.35714286,13.42857143,22.42857143,12.53571429,7.107142857,13.46428571,2.642857143,19.10714286,4.821428571
2003,1156,65.63333333,22.9,51.33333333,15.9,13.93333333,21.13333333,10.43333333,21,13.53333333,7.066666667,17.23333333,4.433333333,19.46666667,5.9
2003,1157,67.26923077,23.88461538,54.96153846,15.96153846,13.61538462,18.57692308,13.34615385,22.11538462,12.23076923,6.230769231,16.84615385,1.576923077,21.19230769,5.884615385
2003,1158,73.34482759,25.31034483,58.03448276,23.20689655,13.65517241,19.93103448,10.89655172,23.93103448,14.44827586,7.344827586,14.06896552,4.379310345,18.93103448,9.068965517
2003,1159,65.88461538,24.46153846,56.42307692,18.65384615,10.38461538,15.07692308,10.57692308,21.88461538,13.96153846,6.884615385,14.30769231,1.692307692,19.15384615,6.576923077
2003,1160,75.51612903,27.19354839,61.32258065,15.25806452,16.16129032,23.93548387,14.48387097,27.96774194,13.38709677,6.129032258,14,6.64516129,17.70967742,4.967741935
2003,1161,74,26.4,52.1,11.56666667,17,24.26666667,10.8,23.46666667,15.5,5.333333333,16.13333333,4.233333333,20.56666667,4.2
2003,1162,49.62962963,16.92592593,45.40740741,16.62962963,10.74074074,16,9.444444444,21.62962963,9.703703704,5.185185185,17.07407407,3.444444444,18.25925926,5.037037037
2003,1163,80.03333333,29.53333333,62.2,15.7,14.9,22.1,14.76666667,27.9,15.63333333,5.933333333,15.8,7.733333333,18.4,6.066666667
2003,1164,58.03571429,21.07142857,48.21428571,11.28571429,11.46428571,15.67857143,9.25,19.42857143,9.214285714,7.321428571,14.85714286,2.071428571,15.71428571,4.428571429
2003,1165,59.92307692,21.34615385,50.23076923,18.57692308,11,17.26923077,9.307692308,22.15384615,12.92307692,7.307692308,15.46153846,2.115384615,18.34615385,6.230769231
2003,1166,79.24242424,28.6969697,57.45454545,20.48484848,13.87878788,20.03030303,10.87878788,23.18181818,16.81818182,8.393939394,13.36363636,4.454545455,17.27272727,7.96969697
2003,1168,62.93103448,22.75862069,51.79310345,13.75862069,12.65517241,19.51724138,12.06896552,19.34482759,11.68965517,5.931034483,13.24137931,1.517241379,18,4.75862069
2003,1169,69.85714286,24.32142857,54.39285714,17.17857143,15.14285714,21.46428571,12.42857143,22.21428571,12.75,8.535714286,17.10714286,2,22.78571429,6.071428571
2003,1170,65.42857143,22.85714286,55.67857143,18.60714286,13.96428571,20.78571429,10.85714286,22.03571429,12.96428571,8.392857143,16.35714286,2.928571429,21.39285714,5.75
2003,1171,59.23076923,20.46153846,49.53846154,22.80769231,10.15384615,14.42307692,6.769230769,21.34615385,13.53846154,6.076923077,12.42307692,2.384615385,18.57692308,8.153846154
2003,1172,76.5,26.33333333,58.41666667,23.45833333,14.66666667,18.95833333,11.83333333,28.375,16,5.625,18.875,1.625,20.375,9.166666667
2003,1173,72.79310345,24.48275862,54.20689655,20.86206897,16.31034483,22.79310345,13.48275862,23.17241379,15.20689655,5.379310345,13.31034483,2.931034483,17.5862069,7.517241379
2003,1174,68.62068966,24.20689655,59.27586207,20.62068966,13.24137931,18.75862069,11.03448276,24.37931034,14.03448276,7.965517241,13.4137931,3.724137931,19.10344828,6.965517241
2003,1175,62.22222222,21.92592593,49.7037037,17.92592593,11.77777778,17.14814815,10.62962963,19.33333333,12.14814815,6.666666667,13.7037037,3.37037037,18.25925926,6.592592593
2003,1176,70.875,24.3125,59.65625,22.5,14.46875,19.875,12.78125,24.25,14.375,7.15625,13.3125,1.6875,19.15625,7.78125
2003,1177,67.03571429,23.35714286,53.10714286,13.32142857,15.89285714,21.85714286,12.32142857,24.60714286,12.85714286,5.75,14.53571429,2.107142857,18.17857143,4.428571429
2003,1178,70.96551724,26.5862069,55.27586207,13.03448276,13.27586207,18.86206897,10.89655172,22.31034483,13.37931034,6.413793103,11.96551724,2.551724138,19.17241379,4.517241379
2003,1179,63.75,21.75,48.42857143,15.85714286,14.78571429,20.21428571,8.25,22.39285714,12.78571429,3.892857143,14.39285714,1.607142857,17.17857143,5.464285714
2003,1180,68.62068966,24.5862069,57.10344828,18.55172414,13.06896552,19.4137931,11.03448276,24.4137931,14.72413793,7.344827586,13.5862069,4.620689655,18.24137931,6.379310345
2003,1181,81.96666667,27.36666667,60.33333333,20.6,19.9,28.06666667,13.76666667,23.1,13.83333333,8.5,14.03333333,5.133333333,21.26666667,7.333333333
2003,1182,66.7,23.5,52.83333333,15.46666667,14.03333333,20.36666667,10.86666667,22.16666667,12.56666667,6.7,18.93333333,3.6,19.46666667,5.666666667
2003,1183,77.21428571,27.53571429,61.89285714,17.82142857,15.39285714,20.14285714,12.10714286,22.85714286,16.14285714,6.392857143,12.96428571,2.035714286,19.64285714,6.75
2003,1184,74.66666667,26.75,59.79166667,16.875,15.66666667,22.58333333,11.66666667,21.375,14.20833333,7.833333333,14.83333333,2.5,22.91666667,5.5
2003,1185,76.84615385,26.73076923,58,15.76923077,18.57692308,28.84615385,12.65384615,24.30769231,14.73076923,6.038461538,15.19230769,3.153846154,21.76923077,4.807692308
2003,1186,69.96551724,23.89655172,51.20689655,13.34482759,17.48275862,23.82758621,9.379310345,22.86206897,14.79310345,7.689655172,17.03448276,2.724137931,21.48275862,4.689655172
2003,1187,63,22.72,56.16,15.76,13.32,19.28,12.84,24.76,11.92,4.76,12.8,3.64,17.32,4.24
2003,1189,62.4,22.92,54.2,13.96,12.04,18.28,12.92,20.56,11.16,7.2,16.2,2.56,19.48,4.52
2003,1190,79.7037037,28.07407407,61.40740741,15.18518519,18.33333333,24.81481481,14,24.03703704,14.03703704,10.7037037,18.74074074,5.259259259,19.51851852,5.222222222
2003,1191,70,23.92857143,49.5,14.96428571,16.28571429,22.32142857,8.785714286,23.07142857,15.75,5.392857143,15.92857143,3.392857143,19.89285714,5.857142857
2003,1192,72.62068966,25.4137931,58.10344828,24.10344828,13.31034483,18.89655172,10.06896552,21.27586207,14.03448276,6,14.5862069,2.344827586,19.24137931,8.482758621
2003,1193,70.63333333,24.03333333,54.2,12.9,18.3,25.33333333,11.8,25.6,12.83333333,7.6,17.13333333,5.333333333,20.3,4.266666667
2003,1194,69.07407407,25.14814815,64.03703704,19.33333333,12.2962963,18.40740741,14.37037037,21.55555556,12.22222222,9.074074074,16.62962963,3.481481481,23.33333333,6.481481481
2003,1196,75.90322581,26.93548387,56.51612903,22.12903226,13.35483871,18.93548387,10.80645161,24.25806452,16.41935484,7.774193548,13.38709677,4.096774194,16.90322581,8.677419355
2003,1197,71.48275862,23.48275862,54.51724138,21.31034483,16.24137931,24,13.44827586,24.44827586,11.24137931,7.24137931,17.48275862,2.103448276,19.89655172,8.275862069
2003,1198,59.89285714,21.28571429,52.21428571,12.07142857,13.60714286,22.28571429,13.71428571,20.85714286,9.5,7.75,15.85714286,2.035714286,19.21428571,3.714285714
2003,1199,68.06896552,24.75862069,57.31034483,19.27586207,12.13793103,18.06896552,10.62068966,24,13.93103448,9.448275862,14.89655172,4.482758621,18.93103448,6.413793103
2003,1200,64.64285714,23.14285714,56.14285714,20.53571429,11.5,18.60714286,11.46428571,22.35714286,12.10714286,7.428571429,17.46428571,3.285714286,21.10714286,6.857142857
2003,1201,71.64285714,25.89285714,57.75,18.42857143,13.32142857,18.85714286,13.42857143,24.32142857,14.75,6.571428571,15.78571429,4.428571429,19.89285714,6.535714286
2003,1202,64.53571429,23.35714286,56,17.10714286,12.21428571,17.67857143,12.67857143,22.89285714,12.71428571,6.928571429,14.82142857,2.892857143,17.46428571,5.607142857
2003,1203,71.37931034,23.82758621,54.34482759,17.44827586,17.79310345,26.34482759,13.79310345,22.75862069,13.27586207,6.448275862,16.34482759,3.172413793,20.51724138,5.931034483
2003,1204,75.57692308,27.69230769,60.34615385,17.30769231,14.03846154,21.88461538,13.5,22.92307692,13.61538462,7.384615385,15.80769231,3.692307692,19.42307692,6.153846154
2003,1205,67.21428571,25.17857143,63.71428571,26.60714286,8.892857143,12.71428571,12.53571429,25.75,15.42857143,6.75,16.46428571,2.964285714,18.42857143,7.964285714
2003,1206,64.07142857,22.78571429,53.85714286,14.67857143,14.03571429,20.67857143,12.92857143,23.46428571,11.71428571,7.607142857,15.67857143,2.214285714,16.92857143,4.464285714
2003,1207,76.31034483,26.4137931,61.44827586,14.31034483,18.79310345,25.62068966,14.03448276,25.51724138,15.51724138,9.482758621,15.93103448,6.310344828,22.20689655,4.689655172
2003,1208,79.18518519,28.51851852,61.44444444,17.62962963,15.44444444,21.62962963,12.81481481,24.59259259,17.92592593,7.62962963,11.55555556,4.37037037,17.18518519,6.703703704
2003,1209,73.21428571,26.64285714,58.78571429,18.25,13.82142857,19.46428571,11.5,22.17857143,13.28571429,7.607142857,14.53571429,4.928571429,17.14285714,6.107142857
2003,1210,74.07142857,27.03571429,60.53571429,16.35714286,14.32142857,21.14285714,14.03571429,24.75,15.57142857,8.071428571,15.17857143,5.357142857,18.57142857,5.678571429
2003,1211,77.06451613,26.06451613,55.4516129,19.06451613,17.77419355,24.64516129,11.93548387,25.32258065,15.74193548,6.806451613,14.5483871,3.516129032,18.64516129,7.161290323
2003,1212,71.10714286,26.39285714,62.42857143,18.17857143,12.10714286,17.32142857,10.96428571,25.5,13.32142857,5.464285714,16.25,3.964285714,19.67857143,6.214285714
2003,1214,71.46666667,25.33333333,55.8,18.46666667,14.86666667,22.5,12.66666667,23.46666667,14.63333333,8.433333333,17.7,3.7,22.63333333,5.933333333
2003,1216,64.5,23.32142857,55.89285714,14.78571429,12.89285714,20.25,13.89285714,22.57142857,12.03571429,7.25,14,2.321428571,18.78571429,4.964285714
2003,1217,70.61538462,25.42307692,59.46153846,21,12,17.69230769,12.92307692,24.80769231,15.42307692,7.461538462,16.92307692,2.384615385,20.38461538,7.769230769
2003,1218,69.82758621,24.93103448,54.89655172,15.10344828,14.68965517,21.37931034,11.48275862,22.48275862,16.24137931,6.793103448,14.72413793,3.103448276,17.86206897,5.275862069
2003,1219,68.51851852,24.96296296,56.25925926,16.22222222,13.18518519,20.33333333,11.96296296,21.48148148,11.88888889,7.407407407,16.18518519,2,18.25925926,5.407407407
2003,1220,64.10344828,23.4137931,57.55172414,21.20689655,10.44827586,17.75862069,15,25.62068966,13.06896552,5.24137931,18.48275862,2.931034483,20.13793103,6.827586207
2003,1221,69.34482759,24.20689655,52.72413793,14.75862069,15.62068966,22.13793103,12.06896552,24.31034483,15.4137931,7.965517241,13.93103448,4.482758621,18.37931034,5.310344828
2003,1222,58.25,21.28571429,52.78571429,18.35714286,10.10714286,15.32142857,11.67857143,25.96428571,10.78571429,5.214285714,17.42857143,4.428571429,16.60714286,5.571428571
2003,1224,73.2,26,59.86666667,17.23333333,15.2,22.1,14.16666667,20.43333333,11.16666667,8,15.2,2.766666667,19.2,6
2003,1225,61.88888889,22.07407407,53.7037037,16.37037037,12.33333333,17.55555556,11.85185185,22.77777778,12.03703704,5.925925926,13.77777778,3,16.66666667,5.407407407
2003,1226,70.59259259,25.85185185,58.33333333,16.18518519,13.40740741,20.81481481,11.25925926,22.55555556,14.25925926,8.037037037,14.96296296,3.407407407,19.88888889,5.481481481
2003,1227,75.44827586,27.86206897,58.44827586,15.55172414,13.31034483,22.27586207,13.51724138,24.34482759,16.44827586,6.172413793,12.51724138,3.310344828,19.44827586,6.413793103
2003,1228,75.43333333,27.1,55.8,20.16666667,13.8,19.1,9.733333333,25.4,18.26666667,7,13.16666667,3.1,19.13333333,7.433333333
2003,1229,64.5862069,23.68965517,53.5862069,14.72413793,10.72413793,15.24137931,9.75862069,21.13793103,11.51724138,6.172413793,14.86206897,2.413793103,18.89655172,6.482758621
2003,1231,70.53125,23.4375,54.9375,21.625,16.125,22.625,11.21875,25.625,13.8125,4.4375,11.5,5.34375,18.0625,7.53125
2003,1232,56.41935484,20.77419355,52.77419355,14,10.03225806,14.64516129,9.935483871,20.83870968,12.29032258,6.516129032,13.32258065,2.774193548,18.38709677,4.838709677
2003,1233,74.96551724,26.13793103,56.72413793,15.62068966,16.96551724,23.68965517,11.13793103,24.20689655,16.44827586,8.206896552,15.34482759,4.344827586,20.37931034,5.724137931
2003,1234,69.53571429,24.25,54.14285714,16.67857143,16.25,22.64285714,11.32142857,25.03571429,14.46428571,6.642857143,15.03571429,4,17.71428571,4.785714286
2003,1235,70.39285714,26.32142857,57.75,14.82142857,12.03571429,17.75,11.28571429,25.39285714,11.85714286,5.5,13.57142857,5.5,18.64285714,5.714285714
2003,1236,68.17241379,23.37931034,54.89655172,20.51724138,14.55172414,20.75862069,9.172413793,23.27586207,13.55172414,8,15.86206897,3.034482759,19.55172414,6.862068966
2003,1237,71.25,24.4375,53.9375,18.59375,15.875,22.625,11.6875,20.90625,13.375,8.1875,15.90625,1.8125,19.34375,6.5
2003,1238,70.42857143,23.92857143,58.03571429,19.82142857,16.07142857,23.5,10.17857143,23.46428571,13.10714286,9.892857143,16.10714286,2.535714286,22.21428571,6.5
2003,1239,65.57142857,23.96428571,55.25,15.53571429,12.85714286,19.46428571,12.17857143,23.5,11.82142857,6.714285714,17.14285714,5.214285714,16.5,4.785714286
2003,1240,75,26.48275862,58.51724138,20.72413793,14.27586207,21.06896552,12.48275862,21.31034483,15.20689655,9.551724138,14.82758621,2.620689655,21.20689655,7.75862069
2003,1241,66.51724138,23.96551724,55.86206897,18.96551724,12.31034483,18.34482759,11.44827586,23.03448276,12.75862069,5.896551724,15,5.103448276,19.96551724,6.275862069
2003,1242,81.33333333,30.23333333,62.3,14.13333333,16.06666667,24.13333333,14.3,26.9,16.73333333,10.13333333,14.9,4.9,16.7,4.8
2003,1243,69.63333333,25.53333333,55.8,15.6,12.93333333,20.56666667,11.36666667,25.7,15.4,4.933333333,13.23333333,3.633333333,17.93333333,5.633333333
2003,1245,76.62068966,27.20689655,55.82758621,18.51724138,14.79310345,20.75862069,10.62068966,23.72413793,14.06896552,6.517241379,12.89655172,1.896551724,20.17241379,7.413793103
2003,1246,77.53125,28.46875,58.40625,16.59375,14.6875,20.78125,12.875,24.15625,16.1875,7.8125,14.0625,5.09375,17.375,5.90625
2003,1247,68.31034483,22.5862069,56.89655172,19,16.82758621,23.03448276,13.03448276,22.5862069,11.4137931,6.344827586,14.34482759,2.068965517,21.10344828,6.310344828
2003,1248,66.11111111,23.2962963,52.55555556,19.25925926,12.66666667,17.88888889,9.444444444,23.55555556,13.37037037,5.185185185,14.03703704,3.814814815,16.11111111,6.851851852
2003,1249,64.80769231,22.23076923,52.30769231,16.80769231,14.61538462,21.5,11.19230769,26,10.57692308,6.192307692,17.76923077,4.615384615,18.30769231,5.730769231
2003,1250,63.84615385,22.34615385,52.15384615,15.03846154,13.88461538,19.03846154,10.19230769,24.07692308,12,7.076923077,14.07692308,3.038461538,18.84615385,5.269230769
2003,1251,65.51724138,21,52.17241379,18.27586207,18,24.34482759,11.55172414,24.20689655,11.31034483,8.620689655,18.17241379,3.034482759,20.13793103,5.517241379
2003,1252,76.875,24.5,56.45833333,21.70833333,19.58333333,26.875,10.33333333,26.66666667,14.25,4.041666667,17.16666667,3.583333333,19.20833333,8.291666667
2003,1253,62.57692308,21.34615385,49.65384615,17.69230769,14.11538462,19.92307692,9.730769231,20.34615385,11.76923077,4.5,17.11538462,2.615384615,19.42307692,5.769230769
2003,1254,75.07142857,27.57142857,63,19.10714286,14.03571429,20.78571429,14.82142857,25.78571429,14.32142857,6.571428571,17.28571429,2.178571429,20.92857143,5.892857143
2003,1256,68.08,24.24,57.44,14.32,14.76,21.24,12.48,24,11.16,5.4,14.08,3.2,20.24,4.84
2003,1257,81.83333333,27.96666667,60.83333333,23.4,17.46666667,25.1,13.2,25.1,16.6,7.2,13.36666667,4.733333333,22.66666667,8.433333333
2003,1258,70.36666667,24.26666667,56.73333333,13.16666667,17.8,25.1,11.96666667,21.8,14.36666667,7.833333333,16.06666667,4.1,22.3,4.033333333
2003,1259,59.03571429,19.39285714,49.17857143,16.85714286,14.89285714,21.71428571,10,22.07142857,9.535714286,5.535714286,17.46428571,2.642857143,18.28571429,5.357142857
2003,1260,74.48387097,26.41935484,62.87096774,20.70967742,15.29032258,21.03225806,14.74193548,23.58064516,11.83870968,7.258064516,14,4,20.74193548,6.35483871
2003,1261,73.22580645,26.80645161,55.06451613,17.58064516,12.87096774,19.87096774,10.61290323,24.51612903,16.38709677,8,13.87096774,4.161290323,16.35483871,6.741935484
2003,1263,70.96428571,26.57142857,55.53571429,19.75,10.71428571,16.35714286,10.92857143,26.32142857,15.67857143,7.214285714,17.85714286,5.607142857,17.14285714,7.107142857
2003,1264,76.17241379,25.93103448,57.55172414,15.82758621,18.79310345,23.89655172,11.31034483,23.31034483,13.86206897,9.172413793,14.20689655,3.896551724,21.93103448,5.517241379
2003,1265,71.34482759,24.17241379,59.10344828,21.03448276,15.24137931,19.5862069,10.96551724,23.72413793,13.86206897,6.862068966,13.44827586,3.551724138,16.82758621,7.75862069
2003,1266,78.39285714,27.21428571,56.25,15.25,18.17857143,23.60714286,13.10714286,24.07142857,16.32142857,6,13.57142857,3.642857143,18.64285714,5.785714286
2003,1267,71.92857143,24.89285714,53.14285714,17.35714286,15.85714286,20.5,8.392857143,23.67857143,13.78571429,6.035714286,14.39285714,3.678571429,19.35714286,6.285714286
2003,1268,80.78571429,29.42857143,63.35714286,16.96428571,15.17857143,21.57142857,13.75,26.75,18.89285714,10.89285714,14.10714286,6.607142857,19,6.75
2003,1269,61.42857143,22.25,51.78571429,18.57142857,11.35714286,17.89285714,10.67857143,21.46428571,14.03571429,6.035714286,15.71428571,3.785714286,19.53571429,5.571428571
2003,1270,68.51851852,23.88888889,54.7037037,19.14814815,13.81481481,20.22222222,12.25925926,23.25925926,12.77777778,7.259259259,16.92592593,4.074074074,21.44444444,6.925925926
2003,1271,62.85714286,21.5,56.07142857,23.25,11.92857143,16.28571429,12.57142857,19.07142857,9.928571429,6.285714286,15.21428571,2.464285714,21.17857143,7.928571429
2003,1272,74.51724138,26.27586207,60,20.06896552,14.96551724,22.89655172,14.06896552,25.96551724,16.62068966,7.379310345,13.79310345,5.068965517,18.75862069,7
2003,1273,78.07142857,27.42857143,58.17857143,17.75,16.5,23.78571429,13.96428571,26,16.39285714,6.607142857,16.60714286,4.25,17.17857143,6.714285714
2003,1274,69.85714286,24.71428571,58.10714286,18.32142857,14.32142857,19.96428571,13.21428571,23.14285714,14.03571429,9.714285714,16.53571429,4.25,19.96428571,6.107142857
2003,1275,58.37037037,19.96296296,47.62962963,19.62962963,12.11111111,17.48148148,9.037037037,20.03703704,11,5.888888889,11.59259259,1.777777778,18.62962963,6.333333333
2003,1276,69,23.53333333,54.3,17.5,15.66666667,21.16666667,11.86666667,22.76666667,12.16666667,5.466666667,14.13333333,3.466666667,18.36666667,6.266666667
2003,1277,67.22580645,23.03225806,51.09677419,13.38709677,16.25806452,22.12903226,10.67741935,24.25806452,13.61290323,6.387096774,14.5483871,3.709677419,20.03225806,4.903225806
2003,1278,74.42857143,25.78571429,59.28571429,20.78571429,15.28571429,21.85714286,13.10714286,24.82142857,16.32142857,7.357142857,15.28571429,6.428571429,20.32142857,7.571428571
2003,1279,66.65517241,23.4137931,51.27586207,16.86206897,13.55172414,18.65517241,10.10344828,20.96551724,13.37931034,6.448275862,13.62068966,2,20.06896552,6.275862069
2003,1280,70.16666667,26.33333333,55.8,16.2,11.93333333,17.63333333,12.66666667,24.6,14.5,8.733333333,15.63333333,3.733333333,15.9,5.566666667
